bedrooms,beds,bath,zipcode,host_is_superhost,review_scores_rating,time_quarter,has_pool,is_petfriendly,has_workspace,has_freeparking,has_gym,home_price_aprx,price,occupancy_rate
2,3,2.0,78701,1,4.5,Q4,1,0,0,0,1,727000,293.0,0.0179533213644524
2,5,2.5,78717,1,4.92,Q4,1,0,1,0,0,583000,130.0,0.1257861635220125
6,8,4.5,78738,1,5.0,Q4,1,0,1,1,1,883000,1556.0,0.0072202166064981
1,2,1.0,78736,1,4.98,Q4,1,0,1,1,0,529000,175.0,0.7
0,2,1.0,78705,1,4.96,Q4,1,0,1,1,0,353000,116.0,0.1625465628174737
3,5,2.0,78736,1,4.96,Q4,1,1,1,1,0,529000,380.0,0.2479579929988331
1,1,1.0,78702,1,4.84,Q4,0,0,1,1,0,613000,107.0,0.3793899000256344
0,1,1.0,78703,1,4.96,Q4,0,0,0,1,0,1324000,144.0,0.3107658157602663
2,2,2.5,78702,0,3.5,Q4,1,0,0,0,0,613000,327.3333333333333,0.0280504908835904
3,4,2.0,78734,1,4.91,Q4,1,1,0,1,0,648000,155.0,0.2483003251551877
1,1,1.0,78704,1,4.9,Q4,0,0,0,1,0,802000,123.0,0.7
3,3,2.0,78723,0,5.0,Q4,0,1,1,1,1,502000,245.0,0.0897343862167982
1,1,1.0,78722,0,4.71,Q4,0,0,1,0,0,595000,159.0,0.015200868621064
4,10,3.0,78737,1,4.92,Q4,1,1,0,1,0,786000,550.0,0.3378995433789954
3,4,3.0,78704,1,5.0,Q4,0,0,1,1,0,802000,466.0,0.0929872142580395
2,2,1.0,78702,0,5.0,Q4,0,0,0,1,0,613000,299.0,0.0424564063684609
0,1,1.0,78744,1,5.0,Q4,1,0,1,1,0,358000,85.0,0.1893408134642356
2,2,2.0,78704,1,4.77,Q4,1,1,1,1,1,802000,179.0,0.5919282511210763
3,4,2.0,78745,1,4.98,Q4,0,1,1,0,0,456000,183.0,0.5518469069870939
2,2,1.0,78704,0,4.68,Q4,0,1,0,1,0,802000,225.0,0.1279122887163088
2,2,2.0,78744,1,4.88,Q4,0,1,1,1,0,358000,78.0,0.1856866537717601
1,1,1.0,78722,0,5.0,Q4,0,0,1,1,0,595000,187.0,0.0426803243704652
3,3,2.5,78702,0,5.0,Q4,0,1,1,1,0,613000,340.0,0.0673211781206171
1,1,1.0,78741,0,4.87,Q4,1,1,1,1,1,397000,95.0,0.0377453447408153
6,14,4.0,78703,1,4.86,Q4,0,1,1,1,0,1324000,462.0,0.4942450914014895
2,3,1.0,78702,1,4.98,Q4,0,0,0,0,0,613000,126.0,0.3929177783167596
1,1,1.0,78751,1,4.98,Q4,0,0,0,1,0,636000,120.0,0.2052597819114817
1,2,1.0,78704,0,4.88,Q4,1,1,1,1,0,802000,76.0,0.7
2,3,2.0,78704,1,4.94,Q4,0,1,1,1,0,802000,213.0,0.2711864406779661
3,4,1.0,78702,1,4.8,Q4,1,1,0,1,0,613000,188.0,0.7
3,3,2.0,78745,0,4.9,Q4,0,1,1,1,0,456000,165.0,0.0346620450606585
2,3,1.0,78704,1,5.0,Q4,0,0,1,1,0,802000,80.0,0.1039260969976905
2,2,3.0,78702,0,5.0,Q4,0,0,1,1,0,613000,249.0,0.04
1,1,1.0,78752,0,4.37,Q4,0,1,0,1,0,422000,68.0,0.3963133640552995
4,5,3.0,78745,1,4.86,Q4,1,1,1,1,0,456000,318.0,0.0176233635448136
3,3,2.0,78704,1,4.9,Q4,0,1,1,1,0,802000,94.0,0.7
3,2,2.0,78721,0,5.0,Q4,0,0,1,1,0,464000,180.0,0.694136291600634
1,1,1.0,78721,1,5.0,Q4,0,0,0,1,0,464000,72.0,0.1327042170451194
0,1,1.0,78721,0,4.74,Q4,0,0,1,0,0,464000,64.0,0.3859876743431722
3,6,2.0,78704,0,4.79,Q4,0,0,1,1,0,802000,477.0,0.3445544554455445
3,4,2.0,78729,1,5.0,Q4,0,1,1,1,0,457000,111.0,0.1166666666666666
1,2,1.0,78703,0,4.7,Q4,0,1,1,1,0,1324000,85.0,0.7
2,3,2.0,78704,0,4.33,Q4,0,0,1,1,0,802000,376.0,0.0521134916039374
2,2,1.0,78752,0,4.38,Q4,0,1,0,1,0,422000,93.0,0.7
2,2,1.0,78752,0,4.38,Q4,0,1,0,1,0,422000,132.0,0.3049327354260089
2,2,1.0,78752,0,4.2,Q4,0,1,0,1,0,422000,99.0,0.7
2,2,1.0,78752,0,4.4,Q4,0,1,0,1,0,422000,94.0,0.7
3,3,2.0,78753,1,5.0,Q4,0,1,1,0,0,364000,159.0,0.2295652173913043
2,2,2.0,78747,1,4.6,Q4,0,1,0,1,0,398000,100.0,0.0215424386040499
1,2,1.0,78704,0,4.95,Q4,1,1,1,1,0,802000,71.0,0.7
3,3,2.0,78758,0,4.77,Q4,0,1,0,1,0,398000,126.0,0.7
3,3,2.0,78734,1,4.95,Q4,0,0,1,0,0,648000,242.0,0.6736965436438196
0,2,1.0,78745,1,4.99,Q4,0,1,1,1,0,456000,195.0,0.2389894161829976
3,4,3.5,78732,0,5.0,Q4,0,0,0,1,0,831000,1250.0,0.0115207373271889
2,2,2.0,78745,0,5.0,Q4,1,0,0,1,0,456000,48.0,0.0384245917387127
3,3,2.0,78729,1,4.93,Q4,0,1,1,1,0,457000,138.0,0.3603603603603603
3,2,1.5,78752,0,4.2,Q4,0,1,0,1,0,422000,67.0,0.0740192450037009
0,1,1.0,78704,0,4.84,Q4,1,1,1,1,1,802000,49.0,0.7
0,1,1.0,78704,0,4.89,Q4,1,1,1,1,1,802000,52.0,0.7
1,1,1.0,78748,0,5.0,Q4,0,0,1,1,0,440000,177.0,0.0909090909090909
3,3,2.0,78759,1,4.79,Q4,0,0,1,1,0,661000,122.0,0.1990984222389181
7,8,6.0,78734,0,4.81,Q4,1,0,1,1,0,648000,1900.0,0.2900552486187845
3,4,2.0,78704,1,4.75,Q4,1,1,1,0,1,802000,286.0,0.0848356309650053
2,3,2.0,78704,1,4.84,Q4,0,1,1,1,0,802000,149.0,0.4578313253012048
3,4,2.0,78704,0,4.89,Q4,0,0,1,1,0,802000,266.6666666666667,0.1851851851851851
3,8,2.0,78702,1,4.84,Q4,0,0,1,1,0,613000,90.0,0.7
1,2,1.0,78702,0,4.74,Q4,0,0,0,1,0,613000,108.0,0.396551724137931
0,2,1.0,78702,0,4.78,Q4,0,0,0,0,0,613000,154.0,0.7
1,2,1.0,78702,0,4.43,Q4,0,0,0,1,0,613000,108.0,0.1231310466138962
2,3,1.5,78704,1,5.0,Q4,0,0,1,1,0,802000,162.0,0.0902612826603325
2,6,2.0,78701,1,4.95,Q4,1,1,1,0,1,727000,245.0,0.0938086303939962
4,7,3.0,78744,1,4.96,Q4,0,0,0,1,0,358000,170.0,0.7
1,1,1.0,78758,0,4.84,Q4,1,0,0,1,1,398000,114.0,0.2473886750962067
3,2,2.0,78702,0,4.93,Q4,1,0,1,1,1,613000,300.0,0.0457875457875457
1,1,1.0,78704,1,4.95,Q4,1,0,1,0,1,802000,168.0,0.176522506619594
6,7,4.0,78703,1,4.73,Q4,1,0,1,0,0,1324000,699.0,0.1775410563692854
2,2,2.0,78757,0,5.0,Q4,0,1,1,1,0,612000,126.66666666666667,0.0303643724696356
1,2,1.0,78701,0,4.67,Q4,1,0,0,1,1,727000,89.0,0.0151133501259445
0,1,1.0,78704,0,4.79,Q4,1,1,1,1,1,802000,83.33333333333333,0.3868698710433763
1,1,1.0,78758,1,5.0,Q4,0,1,1,1,0,398000,115.0,0.51985559566787
2,2,1.0,78703,1,5.0,Q4,0,0,1,0,0,1324000,277.0,0.0954308849045691
4,5,2.0,78745,1,4.82,Q4,0,1,1,1,0,456000,549.0,0.5308219178082192
2,3,1.5,78757,1,4.94,Q4,0,1,0,1,0,612000,156.0,0.0562675836198812
1,1,1.0,78704,1,4.93,Q4,0,1,0,0,0,802000,61.0,0.7
0,1,1.0,78752,0,4.4,Q4,1,0,1,1,1,422000,64.0,0.1041356739065754
2,2,1.0,78702,1,4.89,Q4,0,1,1,1,0,613000,126.0,0.4708860759493671
0,1,1.0,78752,0,4.61,Q4,1,0,1,1,1,422000,64.0,0.0577108047451106
0,1,1.0,78752,0,4.58,Q4,1,0,1,1,1,422000,64.0,0.0977198697068403
1,1,1.0,78704,0,4.92,Q4,1,1,1,1,1,802000,47.0,0.6597671410090556
1,1,1.0,78756,1,4.97,Q4,0,0,0,1,0,728000,96.0,0.7
3,3,2.0,78725,1,4.91,Q4,0,0,1,1,0,313000,143.66666666666666,0.1963385513398779
2,2,2.0,78704,0,5.0,Q4,0,0,1,1,0,802000,168.0,0.1579384871155444
3,3,2.0,78721,1,4.72,Q4,0,1,1,1,0,464000,148.0,0.2205882352941176
3,6,2.5,78723,0,4.98,Q4,0,0,1,0,0,502000,389.0,0.2249332825009531
3,5,2.0,78728,1,4.99,Q4,0,1,1,1,0,432000,105.0,0.345252774352651
0,1,1.0,78752,0,4.69,Q4,1,0,1,1,1,422000,64.0,0.0861812778603269
0,1,1.0,78752,0,4.74,Q4,1,0,1,1,1,422000,81.33333333333333,0.1168364289994008
2,2,2.0,78703,0,4.2,Q4,0,1,1,1,0,1324000,129.0,0.3355704697986577
0,2,1.0,78702,0,4.8,Q4,0,1,1,1,0,613000,90.0,0.7
1,2,1.0,78701,0,4.62,Q4,1,1,1,0,1,727000,122.0,0.7
4,5,2.5,78717,0,5.0,Q4,1,0,0,1,0,583000,500.0,0.1174934725848564
2,3,1.0,78704,1,4.94,Q4,0,1,1,1,0,802000,193.33333333333334,0.2406696895709801
0,1,1.0,78752,0,4.63,Q4,1,0,1,1,1,422000,64.0,0.1228280407429598
0,1,1.0,78752,0,4.68,Q4,1,0,1,1,1,422000,64.0,0.1095971563981042
3,3,1.0,78745,1,4.82,Q4,0,0,1,1,0,456000,200.0,0.3737259343148358
0,1,1.0,78752,0,4.49,Q4,1,0,1,1,1,422000,63.0,0.1156583629893238
1,2,1.0,78736,1,4.95,Q4,0,0,0,1,0,529000,170.0,0.7
0,1,1.0,78752,0,4.45,Q4,1,0,1,1,1,422000,64.0,0.0630914826498422
1,2,1.0,78704,0,4.73,Q4,0,1,1,1,0,802000,68.0,0.7
0,1,1.0,78731,1,4.93,Q4,0,0,1,1,0,1019000,72.0,0.3744403744403744
1,2,1.0,78704,1,5.0,Q4,1,1,1,0,1,802000,206.0,0.0739436619718309
3,7,3.0,78727,1,4.93,Q4,0,0,1,1,0,474000,248.0,0.7
2,2,1.0,78736,0,4.83,Q4,0,0,0,1,0,529000,120.0,0.7
4,5,3.5,78746,0,5.0,Q4,1,0,1,0,0,1721000,474.0,0.1549815498154981
5,12,3.0,78702,1,4.91,Q4,0,0,1,1,0,613000,165.0,0.1648773006134969
3,7,2.0,78741,1,4.97,Q4,0,0,1,1,0,397000,306.0,0.1586867305061559
0,1,1.0,78701,1,4.92,Q4,0,1,1,1,0,727000,92.0,0.4013377926421405
3,2,2.5,78723,0,5.0,Q4,1,1,1,1,0,502000,235.0,0.0843373493975903
2,4,1.0,78702,1,4.84,Q4,0,0,1,1,0,613000,63.0,0.7
3,5,2.0,78744,1,4.84,Q4,0,0,1,1,0,358000,153.0,0.1862673484295106
1,1,1.0,78704,0,4.79,Q4,0,1,1,1,0,802000,81.0,0.4902642559109875
3,4,2.0,78736,0,4.0,Q4,0,1,1,1,0,529000,68.0,0.1404095277893857
1,2,1.0,78702,1,4.95,Q4,0,1,1,1,0,613000,118.0,0.3709765411893072
2,3,1.5,78704,0,4.86,Q4,0,0,1,1,0,802000,151.0,0.4396325459317585
6,11,4.5,78737,1,4.75,Q4,1,1,1,1,0,786000,594.0,0.4186046511627907
3,4,1.0,78723,1,5.0,Q4,0,1,0,1,0,502000,115.0,0.2634467618002195
4,5,2.0,78749,1,5.0,Q4,1,0,1,1,0,568000,475.0,0.0183908045977011
4,7,2.5,78727,1,4.83,Q4,0,1,1,1,0,474000,145.0,0.7
1,2,1.0,78701,0,5.0,Q4,1,0,1,0,1,727000,289.0,0.0223214285714285
2,3,2.0,78701,0,5.0,Q4,1,0,0,0,1,727000,349.0,0.0209973753280839
1,1,1.0,78702,0,5.0,Q4,1,1,1,1,1,613000,108.0,0.0385109114249037
3,7,2.0,78702,1,4.93,Q4,0,0,1,1,0,613000,222.0,0.2331189710610932
3,4,3.0,78703,0,4.33,Q4,0,1,1,0,0,1324000,417.0,0.0092222563787273
3,3,2.5,78727,1,5.0,Q4,1,1,1,1,0,474000,438.0,0.7
4,5,3.0,78703,0,5.0,Q4,1,0,1,1,0,1324000,959.0,0.0485142510612492
1,1,1.0,78703,1,4.94,Q4,0,0,1,1,0,1324000,112.0,0.7
3,4,2.0,78734,0,4.51,Q4,0,1,1,1,0,648000,388.0,0.3103146853146853
3,5,2.5,78745,1,4.95,Q4,0,1,1,1,1,456000,234.0,0.2016985138004246
3,3,2.5,78748,1,5.0,Q4,0,0,1,1,0,440000,143.0,0.0439721509710516
4,6,2.5,78745,1,4.95,Q4,0,1,1,1,0,456000,246.0,0.458259325044405
3,12,2.0,78734,1,5.0,Q4,0,1,1,1,0,648000,397.0,0.7
1,2,1.0,78758,1,5.0,Q4,1,1,1,0,0,398000,85.0,0.216710811461594
1,2,1.0,78749,1,4.97,Q4,0,0,0,0,0,568000,95.0,0.2416609938733832
0,1,1.0,78723,1,5.0,Q4,0,0,1,1,0,502000,82.0,0.0689655172413793
3,3,2.5,78702,1,4.96,Q4,0,0,1,1,0,613000,246.0,0.7
1,1,1.0,78744,1,4.93,Q4,0,1,1,1,0,358000,49.0,0.7
0,1,1.0,78702,1,4.74,Q4,0,1,0,0,0,613000,174.33333333333334,0.53779963122311
2,2,1.0,78737,0,4.98,Q4,0,0,1,0,0,786000,113.0,0.2349590601637593
3,3,2.0,78702,1,4.82,Q4,0,0,1,1,0,613000,126.0,0.1524459613196814
2,2,2.0,78721,0,4.86,Q4,1,1,1,1,1,464000,220.0,0.1720047449584816
3,4,1.5,78704,1,4.92,Q4,0,0,1,1,0,802000,241.0,0.2628062360801781
1,2,1.0,78701,1,4.71,Q4,0,0,1,0,0,727000,86.0,0.7
1,1,1.0,78701,1,4.97,Q4,1,1,1,0,1,727000,163.0,0.4490846681922197
2,3,1.5,78745,0,4.58,Q4,0,0,0,1,0,456000,127.0,0.0499791753436068
3,3,2.0,78727,1,4.8,Q4,0,1,1,1,0,474000,129.0,0.1232032854209445
4,7,3.0,78702,1,4.98,Q4,0,0,1,1,0,613000,450.0,0.3473613894455578
5,10,5.5,78734,1,4.89,Q4,0,0,1,0,0,648000,999.0,0.2158828064764842
0,1,1.0,78703,0,4.8,Q4,0,0,1,1,0,1324000,110.0,0.7
2,2,2.0,78704,1,5.0,Q4,1,0,1,0,1,802000,208.0,0.1148409893992932
2,2,2.0,78701,1,5.0,Q4,0,1,1,1,1,727000,176.0,0.197965356062689
1,1,1.5,78701,1,4.77,Q4,1,1,1,1,1,727000,108.0,0.6052631578947368
2,4,2.0,78734,0,4.59,Q4,1,1,1,1,0,648000,390.0,0.7
4,4,2.0,78757,0,4.7,Q4,0,0,1,1,0,612000,132.0,0.7
2,3,2.0,78701,0,5.0,Q4,1,0,0,0,1,727000,510.0,0.0047303689687795
2,2,2.0,78757,1,4.73,Q4,0,0,1,1,0,612000,153.0,0.2573879885605338
2,2,2.5,78745,1,4.38,Q4,0,1,1,1,0,456000,152.0,0.2146859333529932
3,4,3.0,78741,1,4.98,Q4,0,1,1,1,0,397000,270.0,0.3183153770812928
1,2,1.0,78757,1,5.0,Q4,1,1,1,1,0,612000,96.0,0.144192256341789
1,1,1.0,78704,1,4.97,Q4,1,0,1,1,0,802000,210.0,0.6146341463414634
3,3,2.5,78729,1,4.8,Q4,0,1,1,1,0,457000,146.0,0.4730983302411873
1,3,1.0,78704,1,4.86,Q4,0,1,1,1,0,802000,81.0,0.1765030336458908
1,2,1.0,78701,0,5.0,Q4,1,0,1,1,1,727000,187.0,0.021321961620469
3,4,2.5,78747,0,5.0,Q4,1,0,0,1,0,398000,250.0,0.024793388429752
2,3,2.0,78701,0,4.9,Q4,1,0,1,1,1,727000,252.0,0.1145475372279496
0,2,1.0,78701,0,4.25,Q4,1,0,1,0,1,727000,173.0,0.0644122383252818
1,1,1.0,78704,1,5.0,Q4,1,0,1,0,1,802000,211.0,0.6596858638743456
1,2,1.0,78704,0,4.85,Q4,0,1,1,1,0,802000,160.0,0.0954829232464194
0,1,1.0,78752,0,4.68,Q4,1,0,1,1,1,422000,64.0,0.1396316102198455
0,1,1.0,78746,1,5.0,Q4,1,1,1,1,0,1721000,325.0,0.2197802197802197
2,2,1.5,78704,1,5.0,Q4,0,0,1,0,0,802000,139.0,0.1800411522633745
3,3,2.5,78702,1,4.93,Q4,0,1,1,0,0,613000,310.0,0.2272112523667838
2,2,1.5,78704,1,4.44,Q4,0,0,1,0,0,802000,113.0,0.0460299194476409
2,2,2.0,78704,1,4.74,Q4,1,1,1,1,0,802000,181.0,0.6394810009267841
0,2,1.0,78745,1,4.99,Q4,0,1,1,1,0,456000,94.0,0.3143274853801169
3,4,2.0,78702,0,4.4,Q4,0,0,1,1,0,613000,114.0,0.7
2,2,2.0,78750,0,5.0,Q4,1,1,1,1,0,603000,89.0,0.0835820895522388
1,2,1.0,78704,0,4.49,Q4,1,1,1,1,0,802000,70.0,0.7
3,6,2.0,78734,1,4.9,Q4,0,1,1,1,0,648000,225.0,0.2846116739025567
3,3,2.0,78758,1,4.91,Q4,0,0,1,1,0,398000,247.0,0.1819363222871994
1,1,1.0,78704,1,4.96,Q4,1,1,1,0,1,802000,168.0,0.2229845626072041
3,4,3.5,78741,0,4.87,Q4,0,0,0,0,0,397000,495.0,0.4655870445344129
3,7,2.0,78732,1,4.95,Q4,1,1,1,1,0,831000,271.0,0.4017372421281216
2,2,2.5,78741,0,3.72,Q4,0,1,1,1,0,397000,129.0,0.1078813305364099
3,6,2.0,78745,1,4.96,Q4,0,1,1,1,0,456000,154.0,0.3278688524590163
1,1,1.0,78704,1,5.0,Q4,1,0,1,0,1,802000,199.0,0.131004366812227
3,3,2.5,78704,1,4.82,Q4,0,0,1,1,0,802000,700.0,0.1546754159831263
2,3,1.0,78756,1,4.99,Q4,0,0,1,1,0,728000,90.0,0.7
3,3,2.0,78704,1,4.81,Q4,0,0,0,1,0,802000,290.0,0.1903448275862068
3,3,3.0,78702,1,4.86,Q4,0,1,1,1,0,613000,136.0,0.109090909090909
3,3,2.0,78723,1,4.71,Q4,0,0,1,1,0,502000,104.0,0.2509041591320072
1,1,1.0,78704,0,4.66,Q4,1,0,1,0,1,802000,78.0,0.6126295947219604
1,2,1.0,78704,1,4.86,Q4,1,0,1,0,1,802000,197.66666666666666,0.7
2,3,2.0,78734,1,4.99,Q4,0,0,0,1,0,648000,195.0,0.2963917525773196
1,1,1.0,78748,0,4.92,Q4,1,0,1,1,1,440000,120.0,0.0998336106489184
2,3,1.5,78704,0,4.83,Q4,0,1,0,1,0,802000,86.0,0.0974975625609359
4,15,3.0,78736,1,4.94,Q4,1,1,0,1,0,529000,339.0,0.5551883674818242
3,3,1.0,78702,1,4.97,Q4,0,1,1,1,0,613000,185.0,0.0723791734765351
2,2,1.5,78703,1,4.86,Q4,0,0,1,1,0,1324000,194.0,0.0415430267062314
3,3,2.0,78723,0,4.93,Q4,0,1,1,1,0,502000,125.0,0.4867256637168141
1,2,1.0,78704,1,5.0,Q4,1,1,1,0,1,802000,151.0,0.25
3,3,2.5,78702,0,5.0,Q4,0,1,1,1,0,613000,366.0,0.1759640584050917
0,1,1.0,78724,1,4.95,Q4,0,0,1,0,0,384000,74.0,0.7
2,2,1.0,78701,0,5.0,Q4,1,0,1,1,1,727000,139.0,0.0098425196850393
0,2,1.0,78701,0,4.5,Q4,1,0,1,1,1,727000,188.0,0.0188146754468485
2,2,2.5,78731,0,5.0,Q4,0,0,1,1,0,1019000,775.0,0.0084317032040472
2,2,1.0,78721,1,5.0,Q4,0,1,1,1,0,464000,113.0,0.2665350444225074
1,4,1.0,78724,0,4.76,Q4,1,1,0,1,1,384000,132.0,0.7
1,4,1.0,78724,0,4.81,Q4,1,0,0,1,1,384000,132.0,0.7
1,2,1.0,78704,1,5.0,Q4,1,0,1,0,1,802000,214.66666666666666,0.0964912280701754
2,2,1.5,78722,1,5.0,Q4,0,0,0,0,0,595000,132.0,0.3713080168776371
3,3,3.0,78724,1,5.0,Q4,0,0,0,1,0,384000,261.0,0.1030110935023771
3,5,2.5,78704,0,4.74,Q4,0,1,1,1,0,802000,279.0,0.1840490797546012
1,1,1.0,78723,1,4.89,Q4,0,0,1,1,0,502000,28.0,0.4894863840055153
3,3,2.5,78702,0,5.0,Q4,0,1,1,0,0,613000,500.0,0.0113927655938479
1,2,1.0,78704,1,4.75,Q4,1,0,1,0,1,802000,206.0,0.1065719360568383
2,2,1.0,78704,1,4.96,Q4,0,1,1,1,0,802000,157.0,0.330145016970071
2,2,1.0,78741,1,4.98,Q4,0,1,1,1,0,397000,102.0,0.1895576987030262
1,1,1.0,78702,0,4.7,Q4,0,1,1,0,1,613000,120.0,0.7
1,1,1.0,78702,0,4.74,Q4,0,1,1,0,1,613000,130.0,0.5202312138728323
1,1,1.0,78702,1,4.74,Q4,1,1,1,0,0,613000,130.0,0.7
2,2,2.0,78702,1,4.78,Q4,1,1,1,0,0,613000,150.0,0.7
1,1,1.0,78704,1,4.9,Q4,1,0,1,0,1,802000,164.33333333333334,0.5621414913957935
0,2,1.0,78704,1,4.6,Q4,1,1,1,0,1,802000,224.0,0.1196172248803827
1,2,1.0,78704,1,4.81,Q4,1,0,1,0,1,802000,228.33333333333334,0.1413427561837456
2,2,2.0,78741,1,4.92,Q4,0,0,1,1,0,397000,150.0,0.7
1,1,1.0,78701,1,5.0,Q4,1,1,1,1,1,727000,282.0,0.1229508196721311
2,2,1.0,78745,1,4.83,Q4,0,1,1,1,0,456000,99.0,0.263042525208242
4,4,2.0,78732,1,5.0,Q4,0,0,1,1,0,831000,234.0,0.1396740937811772
1,2,1.0,78721,1,4.99,Q4,0,1,0,0,0,464000,116.66666666666667,0.4597303836847563
6,8,4.0,78702,1,4.73,Q4,0,1,0,1,0,613000,278.0,0.2382671480144404
3,4,2.0,78725,0,4.9,Q4,0,0,0,0,0,313000,480.6666666666667,0.1374003847210772
2,2,1.0,78758,0,4.67,Q4,0,1,1,1,0,398000,120.0,0.0544299969761112
4,4,3.0,78734,0,4.96,Q4,0,1,0,1,0,648000,327.0,0.2605989887203422
1,2,1.0,78741,0,4.44,Q4,1,1,0,1,0,397000,58.0,0.5144092219020173
1,1,1.0,78703,0,5.0,Q4,0,0,1,1,0,1324000,97.0,0.4313099041533546
1,1,1.0,78701,0,4.57,Q4,1,1,1,0,1,727000,118.0,0.1728024042073629
0,4,1.0,78734,0,5.0,Q4,0,0,1,1,0,648000,290.0,0.0302343159486016
3,4,2.5,78729,0,5.0,Q4,0,0,1,1,0,457000,129.0,0.0152951973080452
0,1,1.0,78703,1,4.89,Q4,0,0,0,1,0,1324000,85.0,0.7
2,4,2.0,78702,1,4.93,Q4,0,0,0,1,0,613000,263.0,0.0794302930703916
3,2,2.0,78723,0,4.9,Q4,1,1,1,1,0,502000,325.0,0.0882800608828006
2,2,1.0,78705,0,4.87,Q4,0,1,1,1,0,353000,145.0,0.1886317907444668
2,3,1.0,78733,0,5.0,Q4,0,0,0,1,0,1120000,131.33333333333334,0.7
0,1,1.0,78704,0,4.61,Q4,0,1,1,1,0,802000,114.66666666666667,0.2225575254620898
3,3,2.5,78702,0,5.0,Q4,0,0,1,1,0,613000,160.0,0.0408997955010225
1,1,1.0,78734,1,4.91,Q4,0,0,0,1,0,648000,129.0,0.2996108949416342
1,1,1.0,78701,0,5.0,Q4,0,0,1,1,1,727000,116.0,0.0738916256157635
3,4,2.0,78705,1,4.81,Q4,0,0,1,1,0,353000,104.0,0.5378346915017462
2,3,1.0,78702,1,4.95,Q4,0,1,1,1,0,613000,127.0,0.3862973760932944
2,2,2.5,78704,1,4.94,Q4,0,0,1,1,0,802000,95.0,0.2418414918414918
5,8,3.0,78734,1,4.86,Q4,1,1,1,1,0,648000,1300.0,0.097543352601156
3,3,2.0,78744,1,4.89,Q4,0,0,0,1,0,358000,135.0,0.0682471264367816
1,2,1.0,78724,0,4.84,Q4,1,1,0,1,1,384000,132.0,0.7
1,1,1.0,78745,1,4.83,Q4,1,0,1,1,0,456000,74.0,0.2245508982035928
2,3,1.0,78751,0,4.46,Q4,0,0,1,1,0,636000,55.0,0.4020421186981493
3,3,2.0,78745,1,4.91,Q4,0,0,1,1,0,456000,145.0,0.6656580937972768
2,1,1.0,78737,0,5.0,Q4,1,0,0,1,0,786000,165.0,0.125
1,1,1.0,78721,0,4.88,Q4,1,1,0,1,0,464000,82.0,0.2500735510444248
2,2,1.5,78741,1,4.48,Q4,0,1,0,1,0,397000,107.0,0.2035830618892508
2,2,3.0,78753,0,4.0,Q4,0,0,1,1,0,364000,200.0,0.0160513643659711
0,2,1.0,78737,0,4.88,Q4,0,0,0,1,0,786000,220.0,0.2946273830155979
1,1,1.0,78702,1,4.92,Q4,0,0,0,1,0,613000,130.0,0.4845605700712589
1,1,1.0,78704,1,5.0,Q4,1,1,1,0,1,802000,200.33333333333334,0.0441306266548985
1,2,1.0,78703,0,5.0,Q4,0,0,1,1,0,1324000,170.0,0.0503597122302158
3,6,2.0,78746,0,5.0,Q4,1,1,1,1,0,1721000,972.0,0.0619514713474445
1,2,1.0,78701,1,5.0,Q4,1,0,1,1,1,727000,166.0,0.0737100737100737
1,1,1.0,78721,1,4.93,Q4,0,0,1,1,0,464000,153.0,0.0921187308085977
0,1,1.0,78702,0,4.77,Q4,1,0,1,1,1,613000,79.0,0.7
1,1,1.0,78702,1,5.0,Q4,0,1,0,0,0,613000,101.0,0.0405186385737439
2,2,2.5,78741,0,4.06,Q4,0,1,1,1,0,397000,99.0,0.0526315789473684
2,2,1.0,78704,1,4.91,Q4,0,1,1,0,0,802000,214.0,0.1166576234400434
1,1,1.0,78721,0,4.59,Q4,0,1,1,1,0,464000,108.0,0.0476190476190476
3,3,2.0,78702,0,4.71,Q4,0,0,1,0,0,613000,313.0,0.1261261261261261
2,3,1.5,78751,1,5.0,Q4,0,1,0,0,0,636000,120.0,0.5460060667340748
1,2,1.0,78702,1,4.99,Q4,0,0,1,1,0,613000,150.0,0.3199777406789093
1,2,1.5,78704,0,4.77,Q4,0,0,1,1,0,802000,123.0,0.334975369458128
6,14,5.5,78737,0,5.0,Q4,1,1,0,1,0,786000,524.0,0.0062597809076682
4,5,2.0,78703,1,4.88,Q4,0,0,0,1,0,1324000,119.0,0.2738129915525779
1,2,1.0,78704,1,4.88,Q4,1,1,0,1,0,802000,109.0,0.7
3,3,2.5,78723,0,5.0,Q4,0,0,1,1,0,502000,110.0,0.075046904315197
1,2,1.0,78701,0,4.68,Q4,1,1,1,0,1,727000,118.0,0.7
3,3,1.5,78753,0,4.33,Q4,0,1,1,0,0,364000,112.0,0.1261829652996845
1,2,1.0,78724,0,4.74,Q4,1,0,0,1,0,384000,97.0,0.2280446385249878
2,3,1.0,78703,1,4.98,Q4,0,1,1,1,1,1324000,130.0,0.7
3,5,2.5,78723,0,4.97,Q4,1,0,1,1,0,502000,250.0,0.07502679528403
2,2,1.5,78723,1,4.88,Q4,0,0,1,1,0,502000,176.0,0.1112201504743212
3,4,3.0,78732,0,5.0,Q4,0,1,1,1,0,831000,571.0,0.0429553264604811
1,1,0.0,78701,1,4.71,Q4,0,0,0,0,1,727000,119.0,0.7
1,1,1.0,78738,0,5.0,Q4,0,1,0,1,0,883000,69.0,0.0217983651226158
0,1,1.0,78702,0,4.38,Q4,1,0,0,0,1,613000,145.0,0.2247191011235955
