bedrooms,beds,bath,zipcode,host_is_superhost,review_scores_rating,time_quarter,has_pool,is_petfriendly,has_workspace,has_freeparking,has_gym,home_price_aprx,price,occupancy_rate
1,2,1.0,78702,1,4.84,Q4,0,0,0,0,0,613000,101.0,0.7
0,1,1.0,78704,0,4.97,Q4,0,0,1,0,0,802000,91.66666666666667,0.7
1,2,1.0,78704,1,4.97,Q4,0,0,1,1,0,802000,159.0,0.5841602696124322
1,1,1.0,78741,0,4.56,Q4,0,1,0,0,0,397000,48.0,0.1008503065058335
2,2,2.0,78702,1,5.0,Q4,0,0,1,0,0,613000,123.0,0.2169981916817359
3,2,2.0,78745,0,5.0,Q4,0,0,1,1,0,456000,100.0,0.0386249517188103
1,1,1.0,78741,0,4.94,Q4,0,0,0,0,0,397000,58.0,0.6102911846828879
2,2,1.0,78703,1,4.91,Q4,0,0,1,1,0,1324000,250.0,0.7
2,2,2.0,78731,0,4.92,Q4,0,0,0,1,0,1019000,450.0,0.0825593395252838
2,3,1.0,78705,1,4.88,Q4,0,0,1,1,0,353000,100.0,0.3911042944785276
1,3,1.0,78704,1,4.92,Q4,0,0,1,1,0,802000,90.0,0.7
1,2,1.5,78704,1,4.96,Q4,0,0,0,1,0,802000,143.0,0.4862712219660448
1,1,1.0,78704,0,4.98,Q4,0,0,0,1,0,802000,134.0,0.7
1,3,1.0,78704,0,4.89,Q4,0,1,1,0,0,802000,165.0,0.3779494675297556
0,1,1.0,78704,0,4.88,Q4,0,0,0,1,0,802000,250.0,0.0430802369413031
1,1,1.0,78731,1,4.91,Q4,1,1,1,1,0,1019000,134.0,0.7
2,4,2.5,78727,0,4.89,Q4,1,0,1,1,0,474000,297.0,0.0954032957502168
3,3,2.0,78702,1,4.96,Q4,0,0,0,1,0,613000,500.0,0.7
0,1,1.0,78751,1,4.94,Q4,0,0,1,1,0,636000,110.0,0.7
2,2,2.0,78705,1,4.88,Q4,0,1,1,0,0,353000,111.0,0.7
1,1,1.0,78704,0,4.82,Q4,0,1,0,1,0,802000,118.0,0.5356760231412042
3,5,2.5,78704,1,4.9,Q4,0,1,1,1,0,802000,302.0,0.7
1,2,1.0,78703,1,4.97,Q4,0,0,1,0,0,1324000,129.0,0.7
1,2,1.0,78722,1,4.96,Q4,0,0,1,1,0,595000,125.0,0.4989200863930885
5,14,3.0,78702,1,4.96,Q4,0,1,0,1,0,613000,564.3333333333334,0.4440612200905368
3,5,2.0,78702,0,4.94,Q4,0,0,0,1,0,613000,400.0,0.0531208499335989
2,2,1.0,78751,1,4.93,Q4,0,0,1,0,0,636000,114.0,0.7
2,2,1.0,78704,1,4.96,Q4,0,1,0,1,0,802000,135.0,0.4839072698627054
2,2,1.0,78704,1,4.68,Q4,0,1,1,1,0,802000,179.0,0.1245828698553948
4,4,3.0,78704,1,4.99,Q4,1,0,1,1,0,802000,750.0,0.214268895691076
1,1,1.0,78702,0,4.61,Q4,0,0,1,1,0,613000,41.0,0.7
2,2,1.0,78702,1,4.82,Q4,0,1,0,1,0,613000,123.0,0.4454443194600675
3,3,1.5,78704,0,4.67,Q4,0,0,0,1,0,802000,100.0,0.7
3,4,1.0,78701,0,4.2,Q4,0,0,0,1,0,727000,240.0,0.0199534419687396
3,4,1.0,78702,1,4.87,Q4,0,1,1,1,0,613000,76.0,0.0496545768566493
2,2,2.0,78703,1,5.0,Q4,0,0,1,0,0,1324000,550.0,0.0286493860845839
2,2,2.0,78704,0,4.9,Q4,0,1,1,1,0,802000,150.0,0.1184240491915281
5,13,2.0,78703,0,4.69,Q4,0,1,0,1,0,1324000,175.0,0.2597402597402597
0,2,1.0,78704,1,4.78,Q4,0,0,1,1,0,802000,101.0,0.4739223624672541
1,1,1.0,78723,1,4.97,Q4,1,0,1,1,0,502000,105.0,0.4955035971223021
3,3,2.5,78702,0,4.91,Q4,0,0,0,0,0,613000,350.0,0.124166475051736
3,3,2.5,78758,1,4.77,Q4,0,0,1,1,0,398000,86.0,0.4294620180096975
3,3,2.0,78745,1,4.86,Q4,0,1,1,1,0,456000,191.0,0.7
2,2,1.0,78704,0,4.81,Q4,0,0,0,1,0,802000,190.0,0.3242992819087329
2,3,1.0,78702,0,4.71,Q4,0,0,0,1,0,613000,225.0,0.1162393162393162
1,3,1.0,78704,1,4.89,Q4,0,0,1,0,0,802000,138.0,0.7
1,2,1.0,78745,1,4.82,Q4,0,0,0,1,0,456000,85.0,0.4190651623301865
3,4,2.0,78723,0,4.25,Q4,0,0,1,1,0,502000,300.0,0.0107296137339055
4,5,3.0,78702,0,5.0,Q4,0,1,0,0,0,613000,695.0,0.0299746368457459
3,3,2.0,78745,0,5.0,Q4,0,0,0,1,0,456000,600.0,0.0253164556962025
1,1,1.0,78705,0,4.67,Q4,0,1,0,1,0,353000,81.0,0.046656298600311
4,5,2.0,78757,1,4.86,Q4,0,1,1,1,0,612000,360.0,0.7
2,3,1.0,78704,0,4.73,Q4,0,0,1,1,0,802000,174.0,0.2476983779044279
5,9,3.5,78702,1,4.84,Q4,1,0,0,0,0,613000,464.0,0.7
2,3,1.0,78702,0,4.5,Q4,0,0,0,1,0,613000,694.0,0.0173761946133796
3,3,2.5,78724,1,4.85,Q4,0,1,1,1,0,384000,163.0,0.472331558231072
1,2,1.0,78704,0,4.81,Q4,0,0,0,0,0,802000,94.0,0.6012396694214877
3,5,2.0,78702,0,4.8,Q4,0,1,0,1,0,613000,240.0,0.2357071213640922
2,3,1.0,78704,1,4.97,Q4,0,0,1,1,0,802000,150.0,0.7
2,2,1.0,78701,0,4.85,Q4,1,0,0,1,0,727000,178.0,0.7
1,1,1.0,78705,0,5.0,Q4,0,1,1,0,0,353000,99.0,0.0154281306248392
5,6,2.0,78704,1,4.76,Q4,0,0,1,1,0,802000,399.0,0.2187063750581666
3,3,2.0,78746,0,5.0,Q4,1,0,0,1,0,1721000,495.0,0.0182244207237698
2,2,1.0,78703,0,4.94,Q4,0,0,1,1,0,1324000,79.0,0.037199124726477
1,1,1.0,78751,1,4.87,Q4,0,0,1,0,0,636000,120.0,0.7
3,3,1.0,78701,0,5.0,Q4,0,0,0,1,0,727000,259.0,0.0067453625632377
3,5,2.0,78736,1,4.94,Q4,1,0,0,1,0,529000,257.0,0.1988950276243093
2,3,1.0,78751,1,4.9,Q4,0,0,1,0,0,636000,139.0,0.7
1,1,1.0,78751,1,4.92,Q4,0,0,1,0,0,636000,85.0,0.7
1,1,1.0,78705,0,4.9,Q4,0,0,1,1,0,353000,129.0,0.7
5,5,3.0,78703,1,4.84,Q4,1,1,1,1,0,1324000,246.0,0.4123468426013195
4,4,3.0,78704,1,4.84,Q4,0,0,0,1,1,802000,999.0,0.042231607023783
4,4,3.0,78746,0,4.63,Q4,0,0,0,1,0,1721000,800.0,0.0203821656050955
2,2,1.0,78741,0,5.0,Q4,1,0,0,1,0,397000,250.0,0.0299850074962518
4,4,2.0,78752,1,4.88,Q4,0,1,1,1,0,422000,375.0,0.7
2,2,1.0,78704,0,4.0,Q4,0,0,0,1,0,802000,95.0,0.7
2,2,1.5,78704,1,5.0,Q4,0,1,0,1,0,802000,135.0,0.106951871657754
4,5,2.5,78704,0,4.95,Q4,0,0,0,1,0,802000,750.0,0.0919901278887143
2,2,2.0,78741,0,4.58,Q4,0,0,0,1,0,397000,90.0,0.4590772084396012
1,2,1.0,78704,1,4.87,Q4,0,0,0,0,0,802000,67.0,0.7
1,1,1.5,78746,0,1.0,Q4,1,0,0,1,0,1721000,400.0,0.0027685492801771
2,2,1.0,78741,1,4.91,Q4,0,0,1,1,0,397000,138.0,0.4749103942652329
2,2,1.0,78757,0,4.71,Q4,0,1,0,1,0,612000,50.0,0.3148917559588891
4,6,2.0,78702,0,4.72,Q4,0,0,0,1,0,613000,750.0,0.4542124542124542
1,1,1.0,78704,1,4.82,Q4,0,0,1,1,0,802000,200.0,0.4419276038196758
3,3,1.0,78702,1,4.96,Q4,0,1,1,1,0,613000,146.0,0.366045362676847
1,1,1.0,78702,1,4.92,Q4,0,0,0,1,0,613000,100.0,0.7
3,5,2.5,78704,1,4.89,Q4,0,1,1,0,0,802000,262.0,0.0459159014016433
2,3,1.0,78751,0,4.76,Q4,0,1,1,1,0,636000,143.0,0.4143772893772894
1,1,1.0,78721,1,4.89,Q4,0,0,1,1,0,464000,99.0,0.6266074351180734
0,1,1.0,78702,0,4.75,Q4,0,0,1,1,0,613000,60.0,0.5050268880056115
2,3,1.0,78701,0,4.38,Q4,0,1,0,1,0,727000,299.0,0.0281590989088349
3,3,2.0,78704,0,4.96,Q4,0,0,1,1,0,802000,229.0,0.4953703703703703
2,3,1.0,78704,1,4.93,Q4,0,1,1,1,0,802000,170.0,0.7
2,3,1.0,78702,0,4.9,Q4,0,0,0,0,0,613000,125.0,0.0987738419618528
3,3,2.5,78704,1,4.91,Q4,1,0,1,1,0,802000,525.0,0.1614790545284343
2,2,1.0,78704,0,5.0,Q4,0,0,0,1,0,802000,643.0,0.3333333333333333
1,1,1.0,78702,1,4.83,Q4,0,0,1,0,0,613000,86.0,0.7
2,2,2.5,78723,0,5.0,Q4,0,0,1,0,0,502000,160.0,0.627177700348432
2,2,2.5,78704,0,5.0,Q4,0,0,1,1,0,802000,403.0,0.0305235970885184
3,3,3.0,78704,0,5.0,Q4,1,1,0,1,0,802000,825.0,0.0599400599400599
4,5,3.5,78704,0,4.8,Q4,0,1,0,1,0,802000,575.0,0.5005820721769499
1,6,1.0,78704,1,4.9,Q4,0,1,1,1,0,802000,128.0,0.7
3,3,2.5,78702,0,5.0,Q4,0,1,0,1,0,613000,630.0,0.027056277056277
2,2,2.0,78703,0,5.0,Q4,0,0,0,1,0,1324000,248.0,0.0533049040511727
1,1,1.0,78745,0,4.85,Q4,0,1,0,1,0,456000,110.0,0.3754469606674612
1,1,1.0,78703,0,4.85,Q4,0,0,0,1,0,1324000,97.0,0.0364451920381272
1,1,1.0,78704,1,4.95,Q4,0,0,1,1,0,802000,179.0,0.7
3,4,2.5,78703,0,5.0,Q4,1,0,0,1,0,1324000,1050.0,0.2591792656587473
3,3,2.0,78723,0,0.0,Q4,0,1,0,1,0,502000,300.0,0.037037037037037
2,5,2.5,78701,0,4.85,Q4,0,1,0,0,0,727000,356.0,0.5526315789473685
2,2,1.0,78704,1,4.98,Q4,0,0,1,1,0,802000,193.0,0.7
2,3,2.0,78704,0,4.9,Q4,1,1,1,1,0,802000,203.0,0.3788903924221921
3,3,2.0,78731,1,5.0,Q4,1,0,0,1,0,1019000,695.0,0.0822826808228268
1,1,2.0,78704,1,4.82,Q4,0,0,1,1,0,802000,102.0,0.6875441488109254
4,5,3.0,78746,0,4.81,Q4,0,0,1,1,1,1721000,354.0,0.25
2,1,1.0,78741,0,4.88,Q4,0,0,1,1,0,397000,65.0,0.5770584095707249
2,3,1.0,78756,0,4.77,Q4,0,0,1,1,0,728000,107.0,0.2109988776655443
4,9,4.0,78702,0,4.83,Q4,0,1,0,1,0,613000,386.0,0.247953216374269
0,2,1.0,78704,0,4.82,Q4,0,0,0,0,0,802000,83.0,0.7
5,7,4.0,78704,1,4.94,Q4,0,1,1,0,0,802000,740.0,0.0807833537331701
3,4,3.0,78704,0,5.0,Q4,0,0,0,1,0,802000,599.0,0.0310173697270471
1,2,1.0,78703,0,4.69,Q4,0,0,0,1,0,1324000,225.0,0.0506033476060724
3,4,2.5,78704,1,4.88,Q4,0,1,1,0,0,802000,229.0,0.2611331312660294
3,4,2.5,78702,0,4.83,Q4,0,1,1,1,0,613000,343.0,0.244590780809031
0,1,1.0,78702,0,4.96,Q4,0,0,0,1,0,613000,149.0,0.3562036815682524
2,2,2.0,78704,0,4.71,Q4,0,0,0,1,0,802000,700.0,0.0353000504286434
3,3,2.0,78702,1,4.97,Q4,0,0,0,1,0,613000,500.0,0.0792171481826654
2,2,1.0,78704,1,4.97,Q4,0,0,0,1,0,802000,302.0,0.27559990496555
5,8,2.0,78702,1,4.96,Q4,0,1,1,1,0,613000,557.0,0.7
3,7,2.0,78733,1,4.93,Q4,0,1,0,1,0,1120000,325.0,0.2740937223695844
1,4,1.0,78737,1,4.91,Q4,1,1,1,1,0,786000,175.0,0.0920117105813467
1,2,1.0,78705,1,4.99,Q4,0,0,1,1,0,353000,130.0,0.4474380562905942
1,2,1.0,78701,1,4.96,Q4,0,0,1,1,0,727000,115.0,0.7
4,4,2.0,78751,1,4.97,Q4,0,1,1,0,0,636000,227.0,0.3655603655603656
2,2,1.0,78757,1,4.89,Q4,0,1,0,1,0,612000,141.0,0.2863278453829635
1,2,1.0,78704,1,4.9,Q4,0,0,1,1,0,802000,99.0,0.7
2,2,2.0,78722,0,4.54,Q4,0,1,1,1,0,595000,325.0,0.1809787626962142
3,3,2.0,78744,1,4.72,Q4,1,1,1,1,0,358000,100.0,0.0717644147488245
2,3,1.5,78704,1,4.89,Q4,0,1,1,0,0,802000,192.0,0.222378277153558
3,4,2.0,78704,1,5.0,Q4,0,0,0,1,0,802000,255.0,0.0223072020395156
2,2,1.0,78703,0,4.95,Q4,0,1,1,1,0,1324000,165.0,0.2712700369913687
4,4,2.0,78757,1,4.94,Q4,0,1,0,1,0,612000,244.0,0.7
1,1,1.0,78704,1,4.77,Q4,0,0,1,1,0,802000,100.0,0.520694259012016
1,1,1.0,78701,0,5.0,Q4,1,0,0,1,1,727000,195.0,0.0487562189054726
3,4,2.0,78704,0,4.92,Q4,0,1,1,1,0,802000,391.0,0.2455464612421762
4,4,4.0,78704,0,5.0,Q4,0,0,1,1,0,802000,1000.0,0.0526777875329236
4,7,3.0,78703,0,4.91,Q4,0,1,0,1,0,1324000,685.0,0.4065719855193539
1,1,1.0,78757,0,3.8,Q4,1,0,1,1,1,612000,75.0,0.0158874262369496
4,5,4.0,78703,0,5.0,Q4,0,0,0,1,0,1324000,1999.0,0.0201612903225806
3,3,2.0,78745,1,4.77,Q4,0,1,0,1,0,456000,191.0,0.7
1,1,1.0,78704,1,4.83,Q4,0,0,1,1,0,802000,100.0,0.6948927283083349
2,4,1.0,78756,1,4.99,Q4,1,0,1,1,1,728000,301.0,0.3934669636228656
1,2,1.0,78705,1,4.93,Q4,0,0,1,1,0,353000,81.0,0.1570680628272251
2,2,2.0,78702,1,4.9,Q4,0,0,1,1,0,613000,156.0,0.7
2,2,1.0,78722,1,4.98,Q4,1,1,1,1,0,595000,165.0,0.7
2,3,2.0,78704,0,4.86,Q4,0,1,1,1,0,802000,303.0,0.2642732485664423
1,1,1.0,78703,0,4.8,Q4,1,0,0,0,0,1324000,190.0,0.0380952380952381
2,3,1.0,78704,0,4.33,Q4,1,0,0,1,0,802000,199.0,0.3848895224518888
4,6,2.0,78704,0,4.92,Q4,0,0,0,1,0,802000,786.0,0.0999167360532889
0,3,1.0,78704,1,4.93,Q4,0,1,0,0,0,802000,91.0,0.5649157581764123
3,3,1.0,78701,0,4.57,Q4,0,1,0,1,0,727000,260.0,0.0234978180597515
1,1,1.0,78751,1,4.94,Q4,0,0,0,0,0,636000,80.0,0.5571273122959739
2,2,1.5,78701,0,5.0,Q4,0,1,0,0,0,727000,899.0,0.0473933649289099
2,2,1.0,78704,1,4.9,Q4,0,0,1,1,0,802000,160.0,0.4211295034079844
5,6,2.5,78726,0,4.73,Q4,1,0,1,1,0,714000,251.0,0.1323828920570264
2,2,1.0,78757,1,4.96,Q4,0,0,1,1,0,612000,160.0,0.3405370006548788
2,2,2.0,78703,0,3.5,Q4,1,0,0,1,1,1324000,493.0,0.0352112676056338
2,2,1.0,78704,1,4.96,Q4,0,0,0,1,0,802000,171.0,0.5794910556815319
3,3,1.0,78704,0,4.93,Q4,0,1,1,1,0,802000,375.0,0.0392875851231011
2,3,1.0,78702,1,4.95,Q4,0,0,1,1,0,613000,140.0,0.3033244358165494
3,3,1.0,78704,0,4.9,Q4,0,0,0,1,0,802000,467.0,0.3285714285714285
2,2,2.0,78704,1,4.91,Q4,0,0,0,1,0,802000,300.0,0.4313253012048192
2,2,1.5,78701,0,5.0,Q4,1,0,1,0,0,727000,130.0,0.1674418604651162
1,1,1.0,78756,0,5.0,Q4,0,1,0,1,0,728000,99.0,0.0674460431654676
1,1,1.0,78704,1,4.86,Q4,0,0,1,1,0,802000,99.0,0.3203106042222761
4,7,3.5,78703,0,4.89,Q4,0,0,1,1,0,1324000,1011.0,0.1004070556309362
4,3,2.0,78704,1,5.0,Q4,1,1,0,1,1,802000,1000.0,0.0462534690101757
3,3,2.0,78731,0,4.7,Q4,0,0,0,1,0,1019000,275.0,0.2432634730538922
2,3,1.5,78702,0,5.0,Q4,0,0,0,1,0,613000,500.0,0.0129870129870129
1,2,1.0,78704,0,4.68,Q4,0,0,0,1,0,802000,65.0,0.7
1,2,1.0,78704,1,5.0,Q4,0,1,1,1,0,802000,169.0,0.0938848008119766
1,2,1.0,78702,1,4.93,Q4,0,0,1,1,0,613000,84.0,0.7
2,2,2.0,78704,0,5.0,Q4,0,0,1,1,0,802000,446.0,0.0236686390532544
3,4,1.0,78731,0,4.61,Q4,1,1,1,1,0,1019000,157.0,0.155902004454343
3,3,2.0,78705,0,4.92,Q4,0,0,0,1,0,353000,228.0,0.493226814866273
3,4,2.0,78702,1,4.85,Q4,0,0,1,1,0,613000,199.0,0.2347299343765775
1,1,1.0,78704,0,4.74,Q4,0,0,0,1,0,802000,53.0,0.7
4,8,3.0,78702,0,5.0,Q4,0,0,0,1,0,613000,600.0,0.0301053687907676
3,3,2.0,78704,1,4.9,Q4,0,1,1,1,0,802000,220.0,0.6412139011257953
5,7,3.0,78702,1,4.79,Q4,1,0,0,1,0,613000,429.0,0.6193640246796392
1,1,1.0,78741,0,4.96,Q4,1,0,1,1,0,397000,250.0,0.1259259259259259
1,2,1.0,78704,1,4.84,Q4,0,0,0,1,0,802000,129.0,0.2333840690005073
4,5,3.0,78704,0,4.86,Q4,0,1,1,1,0,802000,325.0,0.220967345936656
2,3,2.0,78702,1,5.0,Q4,0,0,0,1,0,613000,300.0,0.0429557657888008
1,1,1.0,78704,1,4.97,Q4,1,0,0,0,0,802000,142.0,0.7
1,2,1.0,78704,0,5.0,Q4,0,0,0,1,0,802000,233.0,0.0268456375838926
2,2,1.5,78702,0,5.0,Q4,0,0,0,1,0,613000,425.0,0.050251256281407
2,2,1.0,78704,1,4.91,Q4,0,0,0,0,0,802000,89.0,0.7
1,1,1.0,78754,0,4.88,Q4,1,0,1,0,0,385000,149.0,0.7
1,2,1.0,78757,0,4.96,Q4,0,0,0,1,0,612000,57.666666666666664,0.4221334854535082
3,3,2.0,78701,0,4.73,Q4,1,0,0,1,0,727000,233.0,0.7
0,2,1.0,78704,0,5.0,Q4,0,0,0,1,0,802000,120.0,0.0576092174747959
3,3,1.0,78704,1,4.64,Q4,0,1,1,1,0,802000,122.0,0.7
1,1,1.0,78741,1,4.95,Q4,1,0,0,1,0,397000,200.0,0.2875536480686695
3,4,2.5,78723,0,4.94,Q4,1,0,1,1,0,502000,250.0,0.21716378859236
3,4,2.0,78702,0,5.0,Q4,0,1,0,1,0,613000,450.0,0.0452830188679245
3,3,2.0,78702,1,4.79,Q4,0,0,1,1,0,613000,120.0,0.2587481517989157
1,1,1.0,78704,0,4.83,Q4,1,0,0,1,0,802000,300.0,0.062047569803516
1,1,1.0,78703,1,4.97,Q4,0,0,0,0,0,1324000,280.0,0.1505817932922655
2,2,1.0,78704,0,4.83,Q4,0,1,1,1,0,802000,242.0,0.2179695102173207
2,2,1.5,78704,1,4.89,Q4,0,0,1,1,0,802000,200.0,0.131578947368421
1,1,1.0,78751,0,4.91,Q4,0,0,1,0,0,636000,75.0,0.3763721902770517
3,3,3.0,78704,0,5.0,Q4,0,0,0,1,0,802000,325.0,0.0175695461200585
5,5,3.5,78704,0,4.94,Q4,1,1,1,0,0,802000,1000.0,0.0432790224032586
3,3,2.5,78741,1,4.89,Q4,0,1,1,1,0,397000,179.0,0.7
1,1,1.0,78704,1,4.88,Q4,0,0,0,1,0,802000,80.0,0.7
1,1,1.0,78751,0,4.87,Q4,0,0,0,1,0,636000,165.0,0.7
1,1,1.0,78704,1,4.98,Q4,0,0,0,1,0,802000,175.0,0.4659498207885305
5,5,2.0,78752,1,4.86,Q4,0,1,1,1,0,422000,263.0,0.5649860653661009
2,3,1.0,78703,0,5.0,Q4,0,0,0,1,0,1324000,1000.0,0.0294736842105263
1,1,1.0,78705,1,4.85,Q4,0,0,1,1,0,353000,95.0,0.454018994672226
5,6,4.0,78746,1,4.71,Q4,0,0,1,1,0,1721000,299.0,0.044378698224852
1,1,1.0,78704,1,4.83,Q4,1,1,1,1,0,802000,75.0,0.1349630761395467
2,2,2.0,78702,1,4.97,Q4,0,1,1,1,0,613000,123.0,0.367816091954023
3,4,2.0,78745,1,4.79,Q4,0,1,0,1,0,456000,128.0,0.1680883090817862
1,1,1.0,78704,1,4.64,Q4,0,0,1,1,0,802000,165.0,0.0757923748277446
1,1,1.0,78723,1,4.89,Q4,0,0,0,1,0,502000,75.0,0.7
2,2,2.0,78704,0,4.6,Q4,0,1,0,1,0,802000,1000.0,0.0339888322408351
1,1,1.0,78702,0,4.66,Q4,0,0,0,1,0,613000,114.0,0.3131892368769298
1,1,1.0,78704,0,4.88,Q4,0,0,1,1,0,802000,178.0,0.6165259657201331
3,5,2.5,78741,1,4.95,Q4,0,0,1,1,0,397000,271.0,0.4222108495394063
1,1,1.0,78702,1,4.9,Q4,0,0,1,1,0,613000,57.0,0.7
1,1,1.0,78704,0,4.82,Q4,1,1,1,1,0,802000,350.0,0.1799836378511044
1,1,1.0,78704,1,4.92,Q4,0,0,1,0,0,802000,102.0,0.7
2,3,1.0,78705,1,4.79,Q4,0,0,1,1,0,353000,155.0,0.4638762996534257
4,8,2.0,78704,1,4.88,Q4,1,1,0,1,0,802000,477.0,0.5682520074119827
1,1,1.0,78751,1,5.0,Q4,0,0,1,0,0,636000,78.0,0.0769971126082771
2,2,1.0,78751,1,4.94,Q4,0,0,1,0,0,636000,95.0,0.7
2,3,1.0,78704,1,4.91,Q4,0,0,0,1,0,802000,145.0,0.2537393162393162
1,2,1.0,78704,1,4.94,Q4,0,0,1,1,0,802000,119.0,0.7
3,3,2.0,78757,0,4.99,Q4,0,1,1,1,0,612000,307.6666666666667,0.2253218884120171
2,2,1.0,78738,0,4.92,Q4,0,0,0,1,0,883000,135.0,0.3284336242535599
1,1,1.0,78702,1,4.87,Q4,0,0,1,1,0,613000,110.0,0.7
2,3,1.0,78704,1,4.92,Q4,0,1,1,1,0,802000,134.0,0.7
5,5,4.0,78704,0,5.0,Q4,1,0,1,1,0,802000,1071.0,0.05420054200542
2,2,1.0,78702,0,4.85,Q4,0,0,1,1,0,613000,350.0,0.5212355212355212
3,4,2.0,78752,1,4.51,Q4,0,1,1,1,0,422000,149.0,0.4323510432351043
5,6,4.0,78746,1,4.98,Q4,1,0,1,1,0,1721000,986.0,0.128440366972477
4,5,2.0,78704,1,4.97,Q4,0,0,0,1,0,802000,375.0,0.7
4,4,3.5,78702,0,4.83,Q4,0,0,0,1,0,613000,1300.0,0.0185128046899105
4,5,3.0,78704,1,4.95,Q4,1,0,1,0,0,802000,497.0,0.5789056304520223
2,2,1.0,78751,1,4.94,Q4,0,0,1,0,0,636000,149.0,0.7
1,1,1.0,78704,1,4.92,Q4,0,0,0,0,0,802000,175.0,0.3554175293305728
2,2,1.5,78704,0,5.0,Q4,1,1,0,1,0,802000,140.0,0.1116100064143681
1,2,1.0,78701,1,4.9,Q4,1,1,1,1,0,727000,120.0,0.7
1,1,1.0,78704,0,5.0,Q4,1,1,0,1,0,802000,64.0,0.2893115456737208
1,1,1.0,78704,0,4.95,Q4,0,0,1,1,0,802000,175.0,0.2551020408163265
3,4,2.5,78702,1,4.88,Q4,0,0,0,1,0,613000,237.0,0.7
1,1,1.0,78704,0,4.99,Q4,0,0,0,0,0,802000,225.0,0.3059836808703536
3,4,2.0,78701,0,4.65,Q4,1,0,0,1,0,727000,173.0,0.5691056910569106
4,6,2.0,78701,0,4.64,Q4,1,0,0,1,0,727000,345.0,0.5030487804878049
2,2,1.5,78701,0,4.57,Q4,1,0,0,1,0,727000,120.0,0.5616543272912944
1,1,1.0,78704,1,4.61,Q4,0,0,1,1,0,802000,71.0,0.2985695708712614
2,2,1.0,78704,1,4.95,Q4,0,1,1,1,0,802000,216.0,0.6926985825086922
2,2,1.0,78704,0,4.73,Q4,0,0,1,1,0,802000,150.0,0.2822201317027281
1,13,3.5,78702,1,4.96,Q4,0,0,1,0,0,613000,299.0,0.4704775346977182
3,3,2.0,78702,1,4.95,Q4,0,0,1,1,0,613000,229.0,0.7
2,3,1.0,78731,0,4.56,Q4,0,0,0,1,0,1019000,300.0,0.2305721605465414
1,1,1.0,78704,1,4.91,Q4,0,0,0,0,0,802000,98.0,0.7
1,1,1.0,78702,1,4.91,Q4,0,0,1,1,0,613000,125.0,0.7
1,2,1.0,78722,1,5.0,Q4,0,0,1,0,0,595000,146.0,0.0242836328314715
2,2,2.0,78703,1,4.35,Q4,0,0,1,1,0,1324000,204.0,0.6637884511602806
4,4,2.5,78746,0,4.95,Q4,1,0,1,1,0,1721000,528.0,0.1231113598209289
2,4,2.5,78723,1,4.57,Q4,0,0,0,1,0,502000,190.0,0.1152263374485596
3,3,2.0,78702,0,4.91,Q4,0,1,0,1,0,613000,291.0,0.4242424242424242
2,3,2.5,78702,0,4.84,Q4,0,1,0,1,0,613000,227.0,0.070323488045007
2,2,1.0,78704,1,4.92,Q4,0,0,0,1,0,802000,260.0,0.0611620795107033
1,1,1.0,78702,0,4.84,Q4,0,0,0,1,0,613000,175.0,0.7
1,2,1.0,78704,1,4.97,Q4,0,0,1,0,0,802000,110.0,0.618751688732775
3,3,2.0,78701,0,4.55,Q4,1,0,0,1,0,727000,233.0,0.6048180420297283
1,1,1.0,78704,0,4.76,Q4,0,1,1,1,0,802000,112.0,0.5141657922350472
1,2,1.0,78704,1,4.92,Q4,0,0,1,0,0,802000,105.0,0.6081708449396471
5,6,3.5,78746,0,4.89,Q4,0,1,1,0,0,1721000,662.0,0.1713979646491698
1,1,1.0,78722,0,4.67,Q4,0,1,0,1,0,595000,50.0,0.7
4,7,3.5,78735,0,4.91,Q4,0,0,0,1,0,823000,499.0,0.2222972972972973
2,3,1.0,78704,1,4.83,Q4,0,1,1,1,0,802000,151.0,0.2385496183206107
4,5,3.0,78701,0,4.68,Q4,1,0,0,1,0,727000,270.0,0.5233881163084703
4,6,3.0,78757,1,4.95,Q4,1,0,0,1,0,612000,275.0,0.4580659437928745
2,1,1.0,78704,0,4.77,Q4,0,0,0,0,0,802000,155.0,0.0648584905660377
3,3,2.0,78704,1,4.95,Q4,1,0,1,1,0,802000,708.0,0.3130016051364366
0,1,1.0,78705,1,4.92,Q4,0,0,1,1,0,353000,96.0,0.7
2,2,1.0,78702,1,4.89,Q4,0,1,1,1,0,613000,196.0,0.4531886024423338
4,7,2.0,78702,0,4.79,Q4,0,1,0,1,0,613000,264.0,0.1335559265442404
5,13,4.5,78702,1,4.89,Q4,1,0,0,1,0,613000,427.0,0.6904182341225935
4,4,3.5,78703,0,5.0,Q4,1,0,1,1,1,1324000,1750.0,0.0033692722371967
3,3,2.0,78701,1,4.89,Q4,0,0,0,0,0,727000,419.0,0.0778859527121001
1,1,1.0,78751,1,4.89,Q4,0,0,1,0,0,636000,85.0,0.6665204998903749
1,1,1.0,78704,1,4.95,Q4,0,1,1,1,0,802000,134.0,0.7
1,1,1.0,78757,1,4.91,Q4,0,0,0,0,0,612000,96.0,0.49349960201645
0,2,1.0,78704,0,4.89,Q4,0,1,1,1,0,802000,150.0,0.1893427103056532
1,1,1.0,78704,0,4.96,Q4,0,0,1,0,0,802000,115.0,0.7
0,1,1.0,78702,0,4.79,Q4,0,0,0,1,0,613000,85.0,0.7
